name,address,lat,lng,id,place_id,price_level
Crown,"24 East 81st Street, New York",40.777624,-73.9616788,481399a5a4060f0ef2361a028d1fad6d079e70b1,ChIJ0c3HaJZYwokRxs75M1d5ln4,3
Kings' Carriage House,"251 East 82nd Street, New York",40.7755834,-73.9539725,f4b6b71c3323153052a46e2f7af3aa0d8bdd16d2,ChIJc8woqr5YwokR4juQPWnewxw,3
Lusardi's,"1494 2nd Avenue #1, New York",40.7723911,-73.955432,73fa3fca0fa2a70d7d412b045d590580141ac4cc,ChIJVdduFL9YwokRGn2EFWZDLBs,3
Sandro's Restaurant,"306 East 81st Street, New York",40.7743295,-73.9536763,c6d7438e8bb88e68aebab41f7d072fd72f0a08fc,ChIJj9dKtb5YwokRHtC1_HyFZG0,3
Bar Prima,"331 East 81st Street, New York",40.7743767,-73.9529091,caf86ae510ac4eef7b3f7908bb8bbf069457c45e,ChIJFQV4SLlYwokR3pZAU44Yz0s,3
Quatorze Bis,"323 East 79th Street, New York",40.7730355,-73.9538406,0625530d76f390445f54d5c9e716004faac642cf,ChIJ8XDAKr9YwokRHkja-tYpvOY,3
Arlington Club,"1032 Lexington Avenue, New York",40.7715683,-73.9616992,be2554ceb1fdbe4458b6ce66ea5fef9825849c94,ChIJ_SXczepYwokRH2OEDzF41so,3
TBar,"1278 3rd Avenue, New York",40.7707731,-73.9600923,e4b558afff5b72f5c5c3bada4272cecb12a6804d,ChIJYeDVpepYwokR7q9MIzb8CY4,3
Cucina Vivolo,"138 East 74th Street, New York",40.7717088,-73.9616171,2a92dceea57bc9991b5ea766e2f931620cfde943,ChIJS0hyzepYwokR1REPL3wJPHc,3
Bistro LeSteak,"1309 3rd Avenue, New York",40.7715165,-73.9590474,d6e25f0452d808f6d5b3f64dd3ed49e72135ea6d,ChIJmRemOORYwokR7LgqacZf9AA,3
Sette Mezzo,"969 Lexington Avenue, New York",40.7692778,-73.9628352,e4d5669e5bb733a545fff9adb8f9aa6d282b07a6,ChIJEYhtqetYwokRlQBCBZlxlwo,3
Bottega,"1331 2nd Avenue, New York",40.7678503,-73.9593838,de7dc78e2f5eaeece8059d6f7d43907d84dadd7c,ChIJxR4H4cFYwokRM1RXHp-Cy5s,3
Per Lei Restaurant,"1347 2nd Avenue, New York",40.7681192,-73.9591528,082c2e749009b560dc8681298a8574543c208ec6,ChIJcdQU28FYwokRh60p7fqxgWM,3
Le Charlot,"19 East 69th Street, New York",40.7698365,-73.9664884,22ed25370a2cec4043593b5a9f0fbfb4f67d2b17,ChIJ5dtxYexYwokRYcr75mU0R2g,3
Bistro Chat Noir,"22 East 66th Street, New York",40.7679968,-73.9687408,b5d1493cfd290bd77d6d1c55714b4398c25bbc11,ChIJH4WU1u1YwokRfVXf00tXAOg,3
Altesi Ristorante,"26 East 64th Street, New York",40.7666893,-73.9695932,f87c420c905b3e5f983f0fd75778425d1c49e917,ChIJUVVNQO5YwokR-MzkMXk4m5Y,3
Arabelle,"37 East 64th Street, New York",40.7665491,-73.968353,302c394e0087f7ddd954923b5d366b020cf513ad,ChIJmepRX-5YwokRbG21fBFiCGk,3
The East Pole Kitchen & Bar,"133 East 65th Street, New York",40.7662994,-73.9657144,fe178c1a302d14423878250ddb1ac654642f1394,ChIJbY3-ye5YwokRWOG8XH8DqSw,3
JoJo,"160 East 64th Street, New York",40.7650773,-73.9656894,75eac10cb92937f8b7aa7e737bc5dc16c90ffd65,ChIJI9k11O5YwokRJXZKb8r3CoQ,3
Barbaresco,"843 Lexington Avenue #1, New York",40.7654075,-73.9656006,c465e905d4b529ac6e2a64876a4cead8750bac79,ChIJMQwt0u5YwokREAVUtFE4cq8,3
212 Restaurant and Bar,"133 East 65th Street, New York",40.7663461,-73.9656651,b7b7edcfdc17ec967d04fe43ef95576ac5fd137d,ChIJQWQgtu5YwokRLuHARuJ6WGQ,3
Sel & Poivre,"853 Lexington Avenue, New York",40.7656035,-73.9654503,91ecd8c4e28104c71d80ac75a8877471d5960f52,ChIJIyiOze5YwokRysq_qkQrqvU,3
THE CARLYLE RESTAURANT,"35 East 76th Street, New York",40.7742743,-73.9630032,1175e1df69103662c0a6844191458903a223c0a0,ChIJEQ6D9pRYwokRTwjCy3odNAY,4
Cafe Boulud,"20 East 76th Street, New York",40.7743522,-73.9639808,6d6234b3624c37ec891f401c6de2d295ce031c17,ChIJCcAxi5RYwokRdUqdw5_FHIk,4
Kappo Masa,"976 Madison Avenue, New York",40.7746746,-73.9635967,fe45984046366f261ef3d4e37e98f565d434bbeb,ChIJ9w07X5RYwokR5eolQAZ49C4,4
Caravaggio,"23 East 74th Street, New York",40.773349,-73.9647594,f72f66d84af99bbde9edaac1beb31ad40c729abd,ChIJ9aRJopRYwokRTTPRXTCYgLE,4
Daniel,"60 East 65th Street, New York",40.7667384,-73.9676095,0fcae36cae92d503d097a515746e4700e021995a,ChIJ09ZGju5YwokRXOcNC23JRwk,4
