ID,County,Income_Avg,Rent_Median,Population
36047043700,Brooklyn,51942,1371,6063
36047043800,Brooklyn,55014,1287,2531
36047043900,Brooklyn,56921,1219,4259
36047044000,Brooklyn,71063,1338,2637
36047044100,Brooklyn,61246,1294,6547
36047044200,Brooklyn,78964,1374,2675
36047044300,Brooklyn,59554,1380,6198
36047044400,Brooklyn,74219,1289,3237
36047044500,Brooklyn,53248,1281,4825
36047044600,Brooklyn,82939,1191,1933
36047044700,Brooklyn,69097,1477,2620
36047044800,Brooklyn,80830,1310,1936
36047044900,Brooklyn,52876,829,3295
36047045000,Brooklyn,125069,1635,507
36047045200,Brooklyn,89688,1607,2672
36047045300,Brooklyn,68313,1597,2168
36047045400,Brooklyn,66299,1204,1918
36047045600,Brooklyn,68261,1242,2532
36047045800,Brooklyn,141971,1125,1508
36047046000,Brooklyn,69856,1090,3926
36047046201,Brooklyn,51915,1057,2660
36047046202,Brooklyn,90180,1524,2030
36047046400,Brooklyn,62473,1363,2826
36047046800,Brooklyn,51485,1705,2151
36047047000,Brooklyn,59608,1214,2763
36047047200,Brooklyn,76263,1690,2894
36047047400,Brooklyn,97779,1554,3127
36047047600,Brooklyn,62760,1415,3929
36047047700,Brooklyn,94459,2800,3548
36047047800,Brooklyn,51455,1337,4690
36047048000,Brooklyn,54784,1221,3416
36047048100,Brooklyn,73548,1487,2779
36047048200,Brooklyn,44183,1181,5976
36047048400,Brooklyn,52265,1397,5509
36047048500,Brooklyn,96190,2800,3241
36047048600,Brooklyn,51299,1275,3492
36047048800,Brooklyn,64333,1246,3945
36047048900,Brooklyn,26120,437,3921
36047049000,Brooklyn,49206,1261,5968
36047049100,Brooklyn,47213,842,5848
36047049200,Brooklyn,54357,1195,3524
36047049300,Brooklyn,42169,690,7628
36047049400,Brooklyn,66886,1227,5651
36047049500,Brooklyn,84406,1587,2680
36047049600,Brooklyn,76823,1431,4344
36047049700,Brooklyn,92799,1788,2914
36047049800,Brooklyn,65866,1379,4580
36047049900,Brooklyn,91610,1296,1793
36047050000,Brooklyn,85769,1609,3508
36047050100,Brooklyn,99228,1706,2732
36047050202,Brooklyn,113900,1684,2351
36047050300,Brooklyn,81987,1745,2423
36047050400,Brooklyn,94701,1388,4687
36047050500,Brooklyn,37970,850,4179
36047050600,Brooklyn,54908,1298,5630
36047050700,Brooklyn,43922,1613,2452
36047050801,Brooklyn,49754,1180,3804
36047050803,Brooklyn,49023,1141,2122
36047050804,Brooklyn,54922,1157,5911
36047050900,Brooklyn,61172,1140,3821
36047051001,Brooklyn,55911,1155,4054
36047051002,Brooklyn,50870,1149,4716
36047051100,Brooklyn,53259,936,3707
36047051200,Brooklyn,51938,1152,6103
36047051300,Brooklyn,81597,1610,4285
36047051400,Brooklyn,56952,1298,7009
36047051500,Brooklyn,108448,1725,1561
36047051601,Brooklyn,38263,1173,5322
36047051602,Brooklyn,46640,1167,3641
36047051700,Brooklyn,117977,1772,1665
36047051800,Brooklyn,84317,1257,3267
36047051900,Brooklyn,103640,1815,4297
36047052000,Brooklyn,80442,1250,4404
36047052300,Brooklyn,66269,1050,5824
36047052500,Brooklyn,37140,699,3513
36047052600,Brooklyn,73003,1443,4672
36047052700,Brooklyn,46783,985,6520
36047052800,Brooklyn,123155,1379,2101
36047052900,Brooklyn,42383,930,4246
36047053000,Brooklyn,58676,1274,3284
36047053100,Brooklyn,70715,1649,8415
36047053200,Brooklyn,92266,1271,2467
36047053300,Brooklyn,33409,1103,6704
36047053400,Brooklyn,51142,1190,4100
36047053500,Brooklyn,30086,1135,4061
36047053700,Brooklyn,35364,1036,3540
36047053800,Brooklyn,38300,1235,3922
36047053900,Brooklyn,42869,1031,2756
36047054200,Brooklyn,58568,1313,4608
36047054300,Brooklyn,112034,2800,347
36047054400,Brooklyn,86121,1235,2969
36047054500,Brooklyn,30643,394,6966
36047054600,Brooklyn,58571,1167,4407
36047054700,Brooklyn,63176,1240,5031
36047054800,Brooklyn,85359,1198,2261
36047054900,Brooklyn,105624,2800,3174
36047055000,Brooklyn,62512,1187,3607
36047055100,Brooklyn,74407,1202,5507
36047055200,Brooklyn,56113,1140,3253
36047055300,Brooklyn,106118,1830,2790
36047055400,Brooklyn,57927,1283,3684
36047055500,Brooklyn,141953,2800,4706
36047055600,Brooklyn,70738,1226,3885
36047055700,Brooklyn,160603,1726,2122
36047055800,Brooklyn,62307,1154,2256
36047056000,Brooklyn,64963,1263,3464
36047056100,Brooklyn,86108,1569,2891
36047056200,Brooklyn,91655,2800,1668
36047056300,Brooklyn,86492,1322,4143
36047056400,Brooklyn,90911,981,2627
36047056500,Brooklyn,91848,1538,3581
36047056600,Brooklyn,78347,1203,2951
36047056800,Brooklyn,84853,1268,1425
36047056900,Brooklyn,80123,1584,1452
36047057000,Brooklyn,78401,1096,3609
36047057100,Brooklyn,75946,1634,3873
36047057200,Brooklyn,25381,439,4561
36047057300,Brooklyn,77673,1449,2299
36047057400,Brooklyn,94845,989,2942
36047057500,Brooklyn,74799,1752,3673
36047057600,Brooklyn,83946,1291,3090
36047057800,Brooklyn,59202,1144,3141
36047057900,Brooklyn,53679,1366,813
36047058000,Brooklyn,53884,1195,3833
36047058200,Brooklyn,56188,1161,2997
36047058400,Brooklyn,69640,1297,3247
36047058600,Brooklyn,68714,1154,2591
36047058800,Brooklyn,79536,1057,3722
36047058900,Brooklyn,90268,1772,1795
36047059000,Brooklyn,71580,1207,1881
36047059100,Brooklyn,79574,1646,3825
36047059200,Brooklyn,72874,1099,4379
36047059300,Brooklyn,72870,1476,2047
36047059401,Brooklyn,65113,1153,7638
36047059402,Brooklyn,89980,1133,4462
36047059600,Brooklyn,71269,815,2416
36047059800,Brooklyn,74123,1285,3365
36047060000,Brooklyn,69593,1263,5510
36047060600,Brooklyn,49755,1167,2552
36047060800,Brooklyn,72495,1354,3031
36047061002,Brooklyn,108212,1201,4499
36047061003,Brooklyn,60154,1293,1824
36047061004,Brooklyn,43912,948,6255
36047061200,Brooklyn,85236,1387,1021
36047061600,Brooklyn,139999,1482,1757
36047062000,Brooklyn,118274,1637,2102
36047062200,Brooklyn,74628,1638,3054
36047062600,Brooklyn,56181,1028,2620
36047062800,Brooklyn,83768,1186,5456
36047063200,Brooklyn,67985,1119,1454
36047063600,Brooklyn,129990,950,1344
36047063800,Brooklyn,85408,1213,1736
36047064000,Brooklyn,98645,925,1906
36047064200,Brooklyn,92926,1254,2355
36047064400,Brooklyn,104756,1225,2872
36047064600,Brooklyn,93282,1354,2507
36047064800,Brooklyn,69442,1313,1848
36047065000,Brooklyn,80311,1132,1465
36047065200,Brooklyn,103552,1125,1277
36047065400,Brooklyn,102211,247,1793
36047065800,Brooklyn,99660,1149,2226
36047066200,Brooklyn,86904,1069,1692
36047067000,Brooklyn,86541,1430,2901
36047067200,Brooklyn,75835,1480,1789
36047067400,Brooklyn,91318,1565,1967
36047067600,Brooklyn,88864,1754,1933
36047067800,Brooklyn,81318,1567,2563
36047068000,Brooklyn,76551,862,2031
36047068200,Brooklyn,97893,1265,2999
36047068600,Brooklyn,54904,1375,1441
36047068800,Brooklyn,87721,1299,1794
36047069000,Brooklyn,107275,1434,1827
36047069200,Brooklyn,88543,1500,2582
36047069601,Brooklyn,62534,1523,4279
36047069602,Brooklyn,102996,1384,6339
36047069800,Brooklyn,85491,1227,1373
36047070000,Brooklyn,84457,1349,1799
36047070201,Brooklyn,89719,1447,5852
36047070600,Brooklyn,101087,1929,2824
36047072000,Brooklyn,71911,1612,2168
36047072200,Brooklyn,74594,1401,3111
36047072400,Brooklyn,90715,1517,1989
36047072600,Brooklyn,86299,1202,2329
36047072800,Brooklyn,73787,1060,3733
36047073000,Brooklyn,105926,1174,2683
36047073200,Brooklyn,85368,1202,2963
36047073400,Brooklyn,90458,1387,2416
36047073600,Brooklyn,59506,1166,3742
36047073800,Brooklyn,77542,1163,3593
36047074000,Brooklyn,66717,1083,4185
36047074200,Brooklyn,84312,1164,3505
36047074400,Brooklyn,105556,645,2828
36047074600,Brooklyn,86704,1231,2207
36047074800,Brooklyn,72209,1317,1787
36047075000,Brooklyn,61855,1094,2998
36047075200,Brooklyn,166041,1795,1035
36047075400,Brooklyn,98685,2800,1488
36047075600,Brooklyn,86428,1100,2051
36047075800,Brooklyn,112372,1129,1901
36047076000,Brooklyn,89464,1130,2853
36047076200,Brooklyn,68996,1169,5097
36047076400,Brooklyn,72991,1212,3820
36047076600,Brooklyn,65306,1330,2437
36047076800,Brooklyn,74097,1292,3512
36047077000,Brooklyn,71023,1354,2823
36047077200,Brooklyn,78788,1133,3223
36047077400,Brooklyn,57450,1165,3121
36047077600,Brooklyn,64452,1159,3913
36047078000,Brooklyn,90660,1042,2409
36047078200,Brooklyn,57927,1035,4422
36047078400,Brooklyn,103012,1237,2660
36047078600,Brooklyn,52562,1130,4767
36047078800,Brooklyn,51330,1071,3524
36047079000,Brooklyn,57167,1118,5087
36047079200,Brooklyn,44777,1102,3864
36047079400,Brooklyn,43142,1310,1820
36047079601,Brooklyn,55221,1145,4385
36047079602,Brooklyn,44663,1123,4871
36047079801,Brooklyn,85676,1206,2951
36047079802,Brooklyn,53442,1196,5805
36047080000,Brooklyn,70776,1090,3942
36047080200,Brooklyn,61391,1122,5115
36047080400,Brooklyn,46823,1260,3169
36047080600,Brooklyn,57249,1243,3892
36047080800,Brooklyn,12191,240,1210
36047081000,Brooklyn,59584,1215,2196
36047081400,Brooklyn,52662,1145,2688
36047081600,Brooklyn,55606,1167,2773
36047081800,Brooklyn,54208,1126,4560
36047082000,Brooklyn,71619,1155,5023
36047082200,Brooklyn,49355,1129,7326
36047082400,Brooklyn,55331,1229,4004
36047082600,Brooklyn,54874,1124,5271
36047082800,Brooklyn,64969,1148,3751
36047083000,Brooklyn,56458,1133,6484
36047083200,Brooklyn,74095,1196,2238
36047083400,Brooklyn,75507,1145,1466
36047083600,Brooklyn,73744,1176,1990
36047083800,Brooklyn,83505,1141,2545
36047084000,Brooklyn,70512,1124,2363
36047084600,Brooklyn,63763,1197,1555
36047084800,Brooklyn,109861,1465,1810
36047085000,Brooklyn,85314,1427,1642
36047085400,Brooklyn,60317,1146,1804
36047085600,Brooklyn,66145,1177,3521
36047085800,Brooklyn,54710,1202,2378
36047086000,Brooklyn,54604,1176,3398
36047086200,Brooklyn,56745,1038,2926
36047086400,Brooklyn,75359,1191,2376
36047086600,Brooklyn,54615,1263,3084
36047086800,Brooklyn,50287,1203,3102
36047087000,Brooklyn,44329,1220,3124
36047087200,Brooklyn,46738,1215,2538
36047087401,Brooklyn,39947,992,3395
36047087600,Brooklyn,56262,1001,1630
36047087800,Brooklyn,47603,1132,3504
36047088000,Brooklyn,58653,977,3202
36047088200,Brooklyn,53843,1243,6587
36047088400,Brooklyn,50675,1143,5540
36047088600,Brooklyn,48131,1088,4321
36047088800,Brooklyn,52050,1145,3929
36047089000,Brooklyn,39305,1141,6781
36047089200,Brooklyn,32082,1105,3605
36047089400,Brooklyn,51385,1166,3879
36047089600,Brooklyn,38173,1093,3258
36047089800,Brooklyn,43361,1171,1822
36047090000,Brooklyn,36596,917,5671
36047090200,Brooklyn,54974,540,3958
36047090600,Brooklyn,27329,500,4394
36047090800,Brooklyn,24023,446,4936
36047091000,Brooklyn,18456,334,6469
36047091200,Brooklyn,30186,470,6425
36047091600,Brooklyn,35819,963,4324
36047091800,Brooklyn,45002,736,2994
36047092000,Brooklyn,56002,1105,3366
36047092200,Brooklyn,51213,1107,2927
36047092400,Brooklyn,47952,1038,3133
36047092800,Brooklyn,61099,1183,2566
36047093000,Brooklyn,75915,1177,2493
36047093200,Brooklyn,79229,1107,1280
36047093400,Brooklyn,71215,1108,2492
36047093600,Brooklyn,81268,1128,1931
36047093800,Brooklyn,53112,1180,2191
36047094401,Brooklyn,73647,1179,3826
36047094402,Brooklyn,31883,488,2723
36047094600,Brooklyn,81091,1172,1985
36047095000,Brooklyn,82886,1297,3070
36047095400,Brooklyn,72834,1435,4547
36047095600,Brooklyn,75994,1592,4682
36047095800,Brooklyn,87691,1395,3785
36047096200,Brooklyn,80019,1423,1654
36047096400,Brooklyn,67970,1344,2569
36047096600,Brooklyn,84162,1368,2478
36047096800,Brooklyn,88091,1588,1558
36047097000,Brooklyn,84690,1425,1877
36047097400,Brooklyn,69853,1409,3297
36047098200,Brooklyn,31477,523,4040
36047098400,Brooklyn,86882,1385,2243
36047098600,Brooklyn,73609,1317,3419
36047098800,Brooklyn,68465,1240,3086
36047099000,Brooklyn,70458,1465,1582
36047099200,Brooklyn,68808,1573,1960
36047099400,Brooklyn,74453,1578,1910
36047099600,Brooklyn,94134,1412,3755
36047099800,Brooklyn,81435,1589,4207
36047100400,Brooklyn,78638,1388,2799
36047100600,Brooklyn,76679,1515,2673
36047100800,Brooklyn,74163,1362,2036
36047101000,Brooklyn,72551,1483,2237
36047101200,Brooklyn,75749,1255,2176
36047101400,Brooklyn,79796,1186,2387
36047101600,Brooklyn,102328,1156,1471
36047101800,Brooklyn,92698,1291,1642
36047102000,Brooklyn,93656,1641,2164
36047102200,Brooklyn,68212,1263,2150
36047102400,Brooklyn,66162,1300,1985
36047102600,Brooklyn,82178,1438,2852
36047102800,Brooklyn,90972,1324,1523
36047103400,Brooklyn,27079,361,3697
36047105801,Brooklyn,40234,985,6654
36047105804,Brooklyn,35580,629,6200
36047107000,Brooklyn,71681,1197,913
36047107800,Brooklyn,76833,1140,3704
36047109800,Brooklyn,57446,1433,2054
36047110400,Brooklyn,47456,891,4725
36047110600,Brooklyn,33964,535,4513
36047111000,Brooklyn,32920,409,3536
36047111600,Brooklyn,44036,1369,3406
36047111800,Brooklyn,42472,1286,2735
36047112000,Brooklyn,46624,1194,3552
36047112200,Brooklyn,42752,1233,3456
36047112400,Brooklyn,54448,1153,3361
36047112600,Brooklyn,44903,1154,3936
36047112800,Brooklyn,48319,1175,3898
36047113000,Brooklyn,41341,1100,4347
36047113200,Brooklyn,63454,1220,2011
36047113400,Brooklyn,34421,658,3000
36047114201,Brooklyn,55253,1147,1855
36047114202,Brooklyn,40320,1079,2212
36047114400,Brooklyn,31238,1149,2700
36047114600,Brooklyn,42776,1186,3088
36047115000,Brooklyn,49715,1331,2804
36047115200,Brooklyn,42709,1102,3092
36047115600,Brooklyn,31736,548,4397
36047115800,Brooklyn,56469,1377,2849
36047116000,Brooklyn,32429,735,1915
36047116200,Brooklyn,63555,1233,2086
36047116400,Brooklyn,43769,1220,2929
36047116600,Brooklyn,36924,1326,2721
36047116800,Brooklyn,39648,1201,1545
36047117000,Brooklyn,43979,1220,1817
36047117201,Brooklyn,61592,1353,2546
36047117202,Brooklyn,63273,1317,3107
36047117400,Brooklyn,60092,1458,3956
36047117601,Brooklyn,52712,1362,3116
36047117602,Brooklyn,47872,1180,2911
36047117800,Brooklyn,58328,1240,1693
36047118201,Brooklyn,47680,1231,3081
36047118202,Brooklyn,58867,1238,2642
36047118400,Brooklyn,51242,1251,5079
36047118600,Brooklyn,51021,1320,2896
36047118800,Brooklyn,45092,1136,4385
36047119000,Brooklyn,37508,1358,2528
36047119200,Brooklyn,40120,1343,3073
36047119400,Brooklyn,50375,1164,3827
36047119600,Brooklyn,43311,1170,4872
36047119800,Brooklyn,44324,1219,3120
36047120000,Brooklyn,41936,1224,2057
36047120200,Brooklyn,61096,1415,2104
36047120800,Brooklyn,43466,1075,8706
36047121000,Brooklyn,27279,580,4363
36047121400,Brooklyn,23073,422,4306
36047122000,Brooklyn,51281,1139,5407
36047123700,Brooklyn,44755,1338,6370
36047150200,Brooklyn,118865,1753,2900
36047152200,Brooklyn,119390,1472,3563
36061000201,Manhattan,36150,654,2709
36061000202,Manhattan,47231,621,8308
36061000600,Manhattan,34174,589,11354
36061000700,Manhattan,168524,2800,8598
36061000800,Manhattan,40281,906,9333
36061000900,Manhattan,243368,2800,1396
36061001001,Manhattan,112876,1419,1681
36061001002,Manhattan,29885,420,6174
36061001200,Manhattan,76794,669,3552
36061001300,Manhattan,157919,2800,4167
36061001401,Manhattan,121426,1972,3205
36061001402,Manhattan,55414,794,2666
36061001501,Manhattan,134570,1050,6006
36061001502,Manhattan,168598,2800,7315
36061001600,Manhattan,58746,972,7675
36061001800,Manhattan,71089,1251,8232
36061002000,Manhattan,25258,400,4872
36061002100,Manhattan,427216,2800,6506
36061002201,Manhattan,56592,971,6874
36061002202,Manhattan,147957,2800,1944
36061002400,Manhattan,56727,605,5658
36061002500,Manhattan,29114,436,5291
36061002601,Manhattan,85446,912,4052
36061002602,Manhattan,105279,1215,4377
36061002700,Manhattan,74696,1042,1238
36061002800,Manhattan,51944,1032,7409
36061002900,Manhattan,49061,888,5841
36061003001,Manhattan,99962,1913,4215
36061003002,Manhattan,66389,1247,2934
36061003100,Manhattan,234903,2800,2701
36061003200,Manhattan,83886,1657,7802
36061003300,Manhattan,435803,2800,5262
36061003400,Manhattan,99791,1742,6673
36061003601,Manhattan,103182,956,3266
36061003602,Manhattan,112736,1602,2998
36061003700,Manhattan,168233,1804,2618
36061003800,Manhattan,84918,1671,8407
36061003900,Manhattan,249282,1664,5155
36061004000,Manhattan,113884,1859,9543
36061004100,Manhattan,104612,1216,7581
36061004200,Manhattan,188926,2800,5045
36061004300,Manhattan,121733,1784,4308
36061004400,Manhattan,106179,1790,16735
36061004500,Manhattan,278842,1629,1010
36061004700,Manhattan,182313,1593,2397
36061004800,Manhattan,155488,1851,7551
36061004900,Manhattan,153883,2800,4544
36061005000,Manhattan,165201,2800,5238
36061005200,Manhattan,295473,2800,3792
36061005400,Manhattan,230498,2800,4533
36061005501,Manhattan,159682,2800,5060
36061005502,Manhattan,207381,2800,2436
36061005600,Manhattan,225434,2800,2734
36061005700,Manhattan,224855,2800,2928
36061005800,Manhattan,219845,2800,3006
36061005900,Manhattan,241196,1827,5724
36061006000,Manhattan,136492,2800,5026
36061006100,Manhattan,162870,2800,4997
36061006200,Manhattan,108331,2800,4559
36061006300,Manhattan,169487,2800,6107
36061006400,Manhattan,129101,2800,7634
36061006500,Manhattan,122618,2800,6142
36061006600,Manhattan,102443,1184,11490
36061006700,Manhattan,136699,2800,5006
36061006800,Manhattan,151741,2800,6973
36061006900,Manhattan,260858,2800,2684
36061007000,Manhattan,132412,2800,7977
36061007100,Manhattan,202400,2800,5987
36061007200,Manhattan,147158,2800,7500
36061007300,Manhattan,142270,1900,5774
36061007400,Manhattan,235318,2800,3754
36061007500,Manhattan,200389,2800,4554
36061007600,Manhattan,156102,2800,2065
36061007700,Manhattan,181536,2800,5515
36061007800,Manhattan,157804,2800,7640
36061007900,Manhattan,206027,2800,4607
36061008000,Manhattan,161265,2800,4921
36061008100,Manhattan,203875,1746,8799
36061008200,Manhattan,171654,2800,3427
36061008300,Manhattan,126115,944,4014
36061008400,Manhattan,161472,2800,1885
36061008601,Manhattan,167370,2800,2729
36061008603,Manhattan,260634,2800,4353
36061008700,Manhattan,206243,2800,7302
36061008800,Manhattan,135814,1941,6747
36061008900,Manhattan,185321,1685,5614
36061009000,Manhattan,175860,2800,7194
36061009100,Manhattan,181089,1828,6559
36061009200,Manhattan,162517,2800,1700
36061009300,Manhattan,177217,1599,10583
36061009400,Manhattan,68720,763,33
36061009500,Manhattan,211787,2800,3334
36061009600,Manhattan,128789,1470,147
36061009700,Manhattan,94043,863,5148
36061009800,Manhattan,187565,1919,7233
36061009900,Manhattan,202472,2800,4042
36061010000,Manhattan,157629,2800,1826
36061010100,Manhattan,192390,2800,1199
36061010200,Manhattan,115177,2800,225
36061010300,Manhattan,107573,2800,1999
36061010400,Manhattan,160678,1895,1021
36061010601,Manhattan,285254,2800,7187
36061010602,Manhattan,167679,2800,4428
36061010800,Manhattan,187624,2800,8731
36061010900,Manhattan,155109,2800,220
36061011000,Manhattan,187944,1961,7811
36061011100,Manhattan,126465,2800,4374
36061011201,Manhattan,280258,2800,843
36061011202,Manhattan,360983,2800,266
36061011203,Manhattan,231685,2800,1298
36061011300,Manhattan,178276,2800,146
36061011401,Manhattan,346319,1930,1337
36061011402,Manhattan,244062,2800,2385
36061011500,Manhattan,147001,2800,2688
36061011600,Manhattan,111279,1277,3483
36061011700,Manhattan,135577,2800,3535
36061011800,Manhattan,214339,2800,9464
36061011900,Manhattan,25474,313,1071
36061012000,Manhattan,235592,2800,3282
36061012100,Manhattan,81940,1435,8288
36061012200,Manhattan,349899,2800,3286
36061012400,Manhattan,167720,2800,10397
36061012500,Manhattan,194029,2800,2465
36061012600,Manhattan,162526,1746,11038
36061012700,Manhattan,90047,1730,6635
36061012800,Manhattan,335341,2800,5875
36061012900,Manhattan,155017,2800,5285
36061013000,Manhattan,380318,1671,3693
36061013100,Manhattan,134655,2800,2654
36061013200,Manhattan,124069,1872,9869
36061013300,Manhattan,104963,2800,5226
36061013400,Manhattan,151750,1824,11195
36061013500,Manhattan,101960,1323,6053
36061013600,Manhattan,180315,1950,15641
36061013700,Manhattan,208502,2800,6977
36061013800,Manhattan,159896,2800,12771
36061013900,Manhattan,107450,1963,7797
36061014000,Manhattan,286622,2800,7633
36061014200,Manhattan,428067,2800,4288
36061014401,Manhattan,202487,2800,4956
36061014402,Manhattan,179973,1973,7537
36061014500,Manhattan,249178,2800,5460
36061014601,Manhattan,139861,2800,4404
36061014602,Manhattan,141743,2800,7728
36061014700,Manhattan,210488,2800,2804
36061014801,Manhattan,321624,2800,2933
36061014802,Manhattan,213802,1984,7125
36061014900,Manhattan,238642,2800,5897
36061015001,Manhattan,264976,2800,2182
36061015002,Manhattan,337143,2800,5461
36061015100,Manhattan,128486,1643,7480
36061015200,Manhattan,124644,1102,7162
36061015300,Manhattan,207822,2800,9025
36061015400,Manhattan,112665,1770,14969
36061015500,Manhattan,159717,2800,10244
36061015601,Manhattan,118558,2800,5719
36061015602,Manhattan,71852,950,2286
36061015700,Manhattan,175195,1893,10123
36061015801,Manhattan,279726,2800,5585
36061015802,Manhattan,142380,2800,4524
36061015900,Manhattan,194361,2800,8621
36061016001,Manhattan,410058,2800,3695
36061016002,Manhattan,213402,1497,3276
36061016100,Manhattan,179835,2800,6563
36061016200,Manhattan,35529,748,8993
36061016300,Manhattan,238412,1916,7276
36061016400,Manhattan,81593,888,6722
36061016500,Manhattan,233335,1850,7022
36061016600,Manhattan,61065,1149,7693
36061016700,Manhattan,210488,2800,6309
36061016800,Manhattan,70707,615,4974
36061016900,Manhattan,160589,1993,7811
36061017000,Manhattan,48299,1040,7598
36061017100,Manhattan,204090,1904,9441
36061017200,Manhattan,51234,1016,5660
36061017300,Manhattan,175391,1560,8968
36061017401,Manhattan,50775,813,4330
36061017402,Manhattan,58611,1446,2562
36061017500,Manhattan,204708,1929,10933
36061017700,Manhattan,133257,990,9426
36061017800,Manhattan,47578,1118,3931
36061017900,Manhattan,146357,1460,9333
36061018000,Manhattan,42951,690,7717
36061018100,Manhattan,130859,1002,9267
36061018200,Manhattan,43984,576,6553
36061018300,Manhattan,131816,1828,8382
36061018400,Manhattan,50782,639,8274
36061018500,Manhattan,123696,1701,5296
36061018600,Manhattan,53103,464,7245
36061018700,Manhattan,133424,1855,8908
36061018800,Manhattan,41918,1038,5570
36061018900,Manhattan,70453,827,12331
36061019000,Manhattan,88237,700,3010
36061019100,Manhattan,142553,1731,9474
36061019200,Manhattan,32354,438,4103
36061019300,Manhattan,58574,1144,9305
36061019400,Manhattan,28955,605,6694
36061019500,Manhattan,137496,2000,7911
36061019600,Manhattan,39547,581,4245
36061019701,Manhattan,110889,2800,898
36061019702,Manhattan,88401,1190,2202
36061019800,Manhattan,90560,1186,2465
36061019900,Manhattan,117004,1605,9879
36061020000,Manhattan,95936,1111,3018
36061020101,Manhattan,147300,1872,1921
36061020102,Manhattan,84283,1017,4203
36061020300,Manhattan,70247,1516,3368
36061020500,Manhattan,174707,1872,5191
36061020600,Manhattan,54133,894,3025
36061020701,Manhattan,80907,1676,3281
36061020800,Manhattan,83534,996,5443
36061020901,Manhattan,38868,655,3987
36061021000,Manhattan,41752,796,7144
36061021100,Manhattan,79740,1099,9709
36061021200,Manhattan,58260,1311,4211
36061021303,Manhattan,47908,1148,5686
36061021400,Manhattan,45156,1098,2871
36061021500,Manhattan,48534,925,3563
36061021600,Manhattan,68308,1008,8421
36061021800,Manhattan,69968,1071,7381
36061021900,Manhattan,28006,578,6089
36061022000,Manhattan,74362,1005,5577
36061022102,Manhattan,68237,1171,2392
36061022200,Manhattan,79177,1059,3069
36061022301,Manhattan,48400,944,7954
36061022302,Manhattan,35519,956,3426
36061022400,Manhattan,41818,634,7344
36061022500,Manhattan,54657,1041,10641
36061022600,Manhattan,61453,987,4053
36061022700,Manhattan,66346,1182,5532
36061022800,Manhattan,59684,973,5714
36061022900,Manhattan,56357,1152,8340
36061023000,Manhattan,56798,851,9124
36061023100,Manhattan,62876,1269,6428
36061023200,Manhattan,36184,772,8666
36061023300,Manhattan,68652,1178,6734
36061023400,Manhattan,50038,1097,5222
36061023501,Manhattan,49682,930,6383
36061023502,Manhattan,39928,1048,1708
36061023600,Manhattan,45243,829,6980
36061023700,Manhattan,49580,1120,7586
36061023801,Manhattan,108028,1928,9667
36061023802,Manhattan,137750,2800,2383
36061023900,Manhattan,49568,897,2526
36061024100,Manhattan,59771,1095,7541
36061024200,Manhattan,33954,463,3709
36061024301,Manhattan,60366,1138,4246
36061024302,Manhattan,25733,429,6631
36061024500,Manhattan,42044,1023,15899
36061024700,Manhattan,52443,1195,7756
36061024900,Manhattan,36820,910,1200
36061025100,Manhattan,54092,924,2644
36061025300,Manhattan,45771,1135,11367
36061025500,Manhattan,67067,1457,5472
36061025700,Manhattan,114928,1297,4470
36061025900,Manhattan,87364,1055,4408
36061026100,Manhattan,44457,988,13686
36061026300,Manhattan,49045,1153,9388
36061026500,Manhattan,71458,1317,7526
36061026700,Manhattan,56287,1308,2328
36061026900,Manhattan,45769,1085,9197
36061027100,Manhattan,65387,1268,9557
36061027300,Manhattan,86129,1493,7020
36061027500,Manhattan,142426,1559,3483
36061027700,Manhattan,42750,1022,7877
36061027900,Manhattan,57882,1246,11289
36061028100,Manhattan,137215,1719,2998
36061028300,Manhattan,53326,1075,7879
36061028500,Manhattan,43922,1158,7808
36061028700,Manhattan,64057,1265,4268
36061029100,Manhattan,43862,1040,12189
36061029300,Manhattan,44018,1119,9101
36061029500,Manhattan,74876,1341,8404
36061029900,Manhattan,29448,546,4320
36061030300,Manhattan,70463,1347,4397
36061030700,Manhattan,87091,1363,3584
36061030900,Manhattan,45036,826,9427
36061031703,Manhattan,254915,2800,8628
36061031704,Manhattan,204458,2800,6375
36081000100,Queens,152276,2800,5928
36081000200,Queens,74846,1408,3288
36081000400,Queens,82157,1350,4929
36081000600,Queens,76328,1395,3871
36081000700,Queens,104676,1665,5247
36081000800,Queens,73388,1399,3673
36081001000,Queens,74728,1257,3368
36081001200,Queens,92821,1401,4830
36081001400,Queens,84787,1582,3860
36081001600,Queens,77801,1327,3193
36081001800,Queens,69330,1350,3403
36081001900,Queens,131786,2800,1343
36081002000,Queens,92001,1525,1861
36081002200,Queens,71801,1169,1918
36081002400,Queens,77876,1440,2353
36081002500,Queens,32061,486,6345
36081002600,Queens,92245,1097,2418
36081002800,Queens,70356,1204,2782
36081003000,Queens,68471,1228,1650
36081003100,Queens,68660,1381,1015
36081003200,Queens,75819,1505,1540
36081003300,Queens,76542,1654,2675
36081003400,Queens,94264,1405,2064
36081003600,Queens,91597,1305,3484
36081003800,Queens,64656,1237,2586
36081003900,Queens,54114,1278,1574
36081004001,Queens,69545,1222,2018
36081004002,Queens,65544,1286,1461
36081004200,Queens,72939,1254,5005
36081004300,Queens,29187,515,2380
36081004401,Queens,61454,1243,3691
36081004500,Queens,83213,1388,3314
36081004700,Queens,40043,603,4110
36081005100,Queens,60044,1271,2106
